ID,ACTION
1,0.7998161790234671
2,0.9970397372742199
3,0.9999074074074075
4,0.9969069950864764
5,0.9995861664656082
6,0.9978528138528138
7,0.9450136527088872
8,0.9989354955389437
9,0.932087995378544
10,0.9828240521692444
11,0.9913319494326589
12,0.9886921360960282
13,0.9987720459648659
14,0.7214781509417733
15,0.9719417133921218
16,0.9736913586317115
17,0.5854768504353057
18,0.8995338692712699
19,0.9995388875714103
20,0.9959613444343985
21,0.9951320367233041
22,0.9976078103554986
23,1
24,0.9877261492235133
25,0.9995665976535543
26,0.9641215052154163
27,0.9998290598290599
28,0.977398726069833
29,0.9956423318022477
30,0.9464883286647993
31,0.9986954160200615
32,0.9921700230138834
33,0.980185449162752
34,0.9997606443760652
35,0.9967947127879525
36,0.9983710717178987
37,0.9810598503941705
38,0.9977241872323733
39,0.9976540742667087
40,0.9200643226608575
41,0.8158437597261126
42,0.99982740827855765
43,0.9950214657625475
44,0.997576686930218
45,0.9986303533614176
46,0.9957133126167386
47,0.9996788173782132
48,0.9988510126970754
49,0.9994669077348374
50,0.9786779694333874
51,0.9036365829048925
52,0.9985142709997812
53,0.9651155587147294
54,1
55,0.9990064189249593
56,0.9866619087908195
57,0.9869271783281357
58,0.9999357477873562
59,0.9973464029909817
60,0.9996589687726941
61,0.9996367093759481
62,0.9866423153346371
63,0.9994513925359695
64,0.9995422819024307
65,0.9978005030965522
66,0.9890565832719532
67,0.9998058748403574
68,0.999909604519774
69,0.9837413415529079
70,0.5676841347575697
71,0.9941813039296186
72,0.9993803147756637
73,1
74,0.9986366716180072
75,0.9982890029883955
76,0.9980496453900709
77,0.9975509506142373
78,0.9193432490092194
79,0.7608772486772487
80,0.9944728558812858
81,1
82,0.9987488127200711
83,0.9984351407000687
84,0.9984506685038332
85,0.9866529161841456
86,0.9832020514179188
87,0.9998639455782313
88,0.9934090480437541
89,0.9984147956749051
90,0.8851668222844694
91,0.9922080811221169
92,0.8597085719432914
93,0.9952796146131815
94,0.9722167155978453
95,0.9985352852735362
96,0.994871623495427
97,0.6635056451230859
98,0.9910584665878783
99,0.9941541068016625
100,0.9976423795721039
101,0.9936461578078464
102,0.9310764790764791
103,0.9984907244748075
104,0.9981946089695354
105,0.8685209471656326
106,0.9986850775281482
107,1
108,0.9969560132770048
109,0.999239215967897
110,0.9975411426913208
111,0.880315485843582
112,0.999294882874593
113,0.9833581536571963
114,1
115,0.991976312590139
116,0.9780076311079974
117,0.9691461061084748
118,0.9996344004180396
119,0.9995322585228663
120,0.9980075275629453
121,0.9467968142968143
122,0.9894630688631294
123,0.9844116631659796
124,0.9933382372532535
125,0.9978427834550591
126,0.9072199278133367
127,0.9042295516961546
128,0.8416245072903604
129,0.9650395871846565
130,0.995050505050505
131,0.9968704021252385
132,0.9992907285675513
133,0.9961235172407669
134,0.7910814644589373
135,0.9996747967479674
136,0.9795643682128734
137,0.9985937191072137
138,0.963178268578233
139,0.9939305185358326
140,0.999768828872277
141,0.983443579642208
142,0.9811234567901236
143,0.9979711308083778
144,1
145,0.9974380955655001
146,0.8917040001081709
147,0.8020079992724192
148,0.8130991370286486
149,0.9999357477873562
150,0.9856716945250756
151,0.998589069830781
152,0.7954010069073544
153,0.9954142908473478
154,0.9512620680252212
155,0.9990428441247888
156,0.9924852762949644
157,0.985928261646701
158,0.9993910236384463
159,0.8759876171248038
160,0.9910289920061297
161,0.8795925281179546
162,0.9935321448147282
163,0.9996565150883047
164,0.9951820453763692
165,0.997655934827424
166,1
167,0.9777015586246259
168,0.9955283837502532
169,0.9812991682235713
170,1
171,0.9986404318817309
172,1
173,0.9817914011035401
174,0.964703924281208
175,0.9994456780491606
176,0.9998574396249901
177,0.9830281178258038
178,0.9963910305482783
179,0.9970376342829093
180,0.9695625866050337
181,0.8400337426895124
182,0.995050505050505
183,0.7432183606629391
184,0.94901487253068
185,0.998448684363042
186,0.9615351535183155
187,0.9982409245819435
188,0.9848423272294483
189,0.5982567747298374
190,0.9810606058968784
191,0.999909604519774
192,0.994871623495427
193,0.9985712025107646
194,0.999266543946481
195,0.9968129796463131
196,0.9985756202375077
197,0.9998932265598932
198,0.9935013574958205
199,0.9996665689142598
200,0.8679523693327674
201,0.9943670411985018
202,0.9990243902439023
203,0.9958587618302989
204,0.9891017799796731
205,1
206,0.9983804037819666
207,0.9987133826707523
208,0.9956381407749154
209,0.7615173381758622
210,0.7637605779067879
211,0.9358235388057017
212,0.9810370370370372
213,0.9999828620394172
214,0.9956758832565284
215,0.9955839224425763
216,0.9652107875046672
217,0.9798239941418798
218,0.9997659732205015
219,0.986778376937807
220,0.9895879963533857
221,0.5262583638583637
222,0.9992095670611754
223,1
224,0.9981946089695354
225,0.9629641301012998
226,0.9248497007476201
227,0.9636350615802161
228,0.9980894955299217
229,0.9998983995147137
230,0.9953763385438514
231,0.997650752825016
